Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,sEmerge_19846,lEmerge_19846,Surv_19846,basDia_19846,stNum_19846,stLeng_19846,leafL_19846,leafW_19846,leafN_19846,Notes_19846,sEmerge_19887,lEmerge_19887,Surv_19887,stNum_19887,stLeng_19887,basDia_19887,leafN_19887,leafL_19887,leafW_19887,Notes_19887,sEmerge_19916,lEmerge_19916,sEmergeDate_NA,lEmergeDate_NA,Surv_19916,stNum_19916,stLeng_19916,basDia_19916,leafN_19916,leafL_19916,leafW_19916,Notes_19916,Surv_19950,stNum_19950,stLeng_19950,basDia_19950,leafN_19950,leafL_19950,leafW_19950,Notes_19950,Surv_19983,stNum_19983,stLeng_19983,basDia_19983,leafN_19983,leafL_19983,leafW_19983,Notes_19983,Id,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year,Mapped,Label Graphic
2024-0250,14,United States,Missouri,Barry,36.71275301,-93.84828622,411,2024-0250-14,TRUE,31 - 14,Y,Y,Y,2.2,1,9,6.1,3.2,5,Curled leaf measured,Y,Y,Y,1,11.3,2.63,7,7.6,3.8,NA,Y,Y,3/25/24,4/22/24,Y,1,10,3.08,7,7.9,4.9,NA,Y,1,10.7,3.39,7,7.9,4.8,NA,Y,2,13.3,3.92,15,8,3.8,"New stem taller than old stem, measured tallest.",1299040,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0251,2,United States,Missouri,Oregon,36.69816318,-91.41196128,480,2024-0251-2,TRUE,37 - 2,Y,N,Y,2.71,1,5.4,2.8,1.5,5,Curled leaf measured,Y,N,Y,1,9.5,2.09,7,6,3,NA,Y,N,3/18/24,NA,NA,NA,NA,2.52,NA,NA,NA,NA,Y,1,9.2,3.29,9,8.5,4.2,NA,Y,1,11.8,3.83,19,11.3,5.2,NA,1299041,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0251,NA,NA,6,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0251,5,United States,Missouri,Oregon,36.69816318,-91.41196128,482,2024-0251-5,TRUE,37 - 5,Y,N,Y,1.61,1,6.4,3.8,2.4,2,NA,Y,N,Y,1,8,1.91,4,8,3.5,NA,Y,Y,3/18/24,4/29/24,Y,1,8.3,2.28,4,8.2,3.6,NA,Y,1,8.3,2.83,5,8,3.4,NA,Y,1,11.1,3.64,12,10,5.1,NA,1299044,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0251,NA,NA,6,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0252,3,United States,Oklahoma,Adair,35.90077701,-94.66359708,514,2024-0252-3,TRUE,35 - 3,Y,N,Y,2.35,1,11,8.9,4.3,6,Curled leaf measured,Y,N,Y,1,11,2.69,7,8,4,NA,Y,Y,3/18/24,5/6/24,Y,1,11.5,2.87,7,9.1,4.7,NA,Y,1,11.5,2.95,18,9.1,4.9,NA,Y,1,11.2,4.3,21,12.3,5.4,NA,1299051,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0252,NA,NA,10,Gary Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0252,4,United States,Oklahoma,Adair,35.90077701,-94.66359708,465,2024-0252-4,TRUE,35 - 4,Y,Y,Y,2.16,1,3,NA,NA,0,"All leaves dead, 3 resprouting stems",Y,Y,Y,1,7.5,2.7,7,3,2.2,NA,Y,Y,3/18/24,4/8/24,Y,1,8.7,2.35,10,8.6,3.6,NA,Y,1,10,3.27,10,8.4,3.6,NA,Y,1,10.4,3.68,10,8.1,3.6,NA,1299052,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0252,NA,NA,10,Gary Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0252,6,United States,Oklahoma,Adair,35.90077701,-94.66359708,207,2024-0252-6,TRUE,35 - 6,Y,Y,Y,2.12,1,10.1,9.4,4.6,7,NA,Y,Y,Y,1,11,2.57,9,8.9,3.5,NA,Y,Y,2/20/24,4/8/24,Y,1,10.9,3.4,9,9.7,4.3,NA,Y,1,11.2,3.91,9,10,4.3,NA,Y,2,10.9,3.22,17,11.5,4.8,NA,1299054,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0252,NA,NA,10,Gary Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0252,8,United States,Oklahoma,Adair,35.90077701,-94.66359708,224,2024-0252-8,TRUE,35 - 8,Y,Y,Y,1.8,1,10.1,10.3,5.1,4,NA,Y,Y,Y,1,10.4,2.51,5,9.2,4.5,NA,Y,Y,3/18/24,4/22/24,Y,1,7.6,2.66,5,10.9,4.9,NA,Y,1,11.5,3.62,5,10.5,4.7,NA,Y,1,11.7,3.23,13,10.8,4.8,NA,1299056,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0252,NA,NA,10,Gary Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0252,10,United States,Oklahoma,Adair,35.90077701,-94.66359708,478,2024-0252-10,TRUE,35 - 10,Y,Y,Y,2.51,1,11.8,8.4,4.4,10,NA,Y,Y,Y,1,13,2.93,8,8.4,4,NA,Y,Y,3/5/24,3/18/24,Y,NA,NA,3.42,NA,NA,NA,NA,Y,1,12.9,3.71,8,7.8,3.7,NA,Y,1,14.1,4.72,15,10.2,4.6,NA,1299058,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0252,NA,NA,10,Gary Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,2,United States,Missouri,Barry,36.71275301,-93.84828622,121,2024-0253-2,TRUE,36 - 2,Y,Y,Y,1.35,1,6.5,5.7,3.4,5,NA,Y,Y,Y,1,7.8,2.3,7,6.6,2.6,NA,Y,Y,3/18/24,4/1/24,Y,1,8,2.01,6,6.9,2.9,NA,Y,1,8.6,2.55,7,6.7,3,NA,Y,1,8.3,4.15,15,7.9,3.7,NA,1299066,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,3,United States,Missouri,Barry,36.71275301,-93.84828622,570,2024-0253-3,TRUE,36 - 3,Y,Y,Y,2.89,1,13.8,10.4,4.8,9,Curled leaf measured,Y,Y,Y,1,16.6,3.43,11,10.9,5.2,NA,Y,Y,3/5/24,3/18/24,Y,1,16,3.5,NA,10.5,4.9,NA,Y,2,16.2,4.93,11,10.9,4.8,NA,Y,3,17.2,4.06,28,11.6,4.8,Measured tallest stem,1299067,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,4,United States,Missouri,Barry,36.71275301,-93.84828622,37,2024-0253-4,TRUE,36 - 4,Y,Y,Y,1.11,2,5.8,2.5,1.4,4,NA,Y,Y,Y,2,6.7,1.91,6,5.9,3,NA,Y,Y,2/28/24,4/8/24,Y,1,7.5,1.89,6,5.5,3,NA,Y,1,7.7,2.21,11,5.6,3,"Two lower branches might be growing, taking dominance",Y,1,13.1,2.71,24,10.9,5.1,"Had a 2nd stem, but it now appears dead.",1299445,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,5,United States,Missouri,Barry,36.71275301,-93.84828622,317,2024-0253-5,TRUE,36 - 5,N,N,Y,1.45,1,6.2,4.2,2.2,4,NA,N,N,Y,1,6.6,1.77,4,6.1,3.3,NA,N,N,NA,NA,Y,1,5.8,2.96,5,6.1,3.3,NA,Y,1,8.9,2.99,7,6.8,3.4,NA,Y,1,18.1,3.3,11,13.5,5.5,NA,1299446,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,6,United States,Missouri,Barry,36.71275301,-93.84828622,323,2024-0253-6,TRUE,36 - 6,Y,Y,Y,1.33,1,9.8,5,2.8,7,Curled leaf measured,Y,Y,Y,1,10.3,2.51,9,10.8,5.1,NA,Y,Y,3/5/24,4/15/24,Y,1,9.8,3.38,9,11,5.2,NA,Y,1,10.9,3.79,16,10.9,5.1,NA,Y,1,10.7,2.6,12,10.7,5,NA,1299447,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,8,United States,Missouri,Barry,36.71275301,-93.84828622,97,2024-0253-8,TRUE,36 - 8,Y,Y,Y,1.66,1,11.4,8.1,4.5,7,NA,Y,Y,Y,1,13.2,3.1,10,12.4,5.6,NA,Y,Y,3/11/24,4/8/24,Y,1,13.5,2.38,10,12.5,5.5,NA,Y,1,13.5,3.53,10,12,5.1,NA,Y,2,13.6,4.29,14,12,5.5,NA,1299449,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,9,United States,Missouri,Barry,36.71275301,-93.84828622,12,2024-0253-9,TRUE,36 - 9,Y,Y,Y,1.64,1,6.9,6.7,3.3,6,NA,Y,Y,Y,1,6.7,2.06,6,7.4,3.1,NA,Y,Y,3/11/24,4/15/24,Y,1,6.5,1.49,5,6.5,3,NA,Y,2,7.7,2.55,12,6.9,3.3,Second stem very new,Y,3,9.3,3.52,23,10.7,4.6,"2nd and 3rd stems are new growth, no leaves yet.",1299450,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,10,United States,Missouri,Barry,36.71275301,-93.84828622,601,2024-0253-10,TRUE,36 - 10,Y,N,Y,1.4,2,5.4,3.8,1.4,8,NA,Y,N,Y,1,6.6,2.88,14,3.8,1.1,NA,Y,N,3/5/24,NA,Y,1,7,2.76,NA,NA,NA,NA,Y,1,7.6,2.54,16,5.2,1.2,NA,Y,1,7.5,4.22,19,4.9,1.2,Poor condition.,1299451,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,12,United States,Missouri,Barry,36.71275301,-93.84828622,202,2024-0253-12,TRUE,36 - 12,Y,N,Y,1.35,1,7.8,3.8,2.5,5,NA,Y,N,Y,1,8.9,2.12,7,5.8,2.7,NA,Y,N,2/13/24,NA,Y,1,8.4,2.54,7,6.2,3,NA,Y,1,9.4,2.94,7,6.8,2.9,NA,Y,2,8.8,3.32,11,6.2,2.7,NA,1299453,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,14,United States,Missouri,Barry,36.71275301,-93.84828622,479,2024-0253-14,TRUE,36 - 14,N,N,Y,2.03,1,6.8,7.8,4.2,4,Curled leaf measured,N,N,Y,1,6.8,2.2,5,7.1,4.2,NA,N,N,-,NA,Y,NA,NA,1.71,NA,NA,NA,NA,Y,1,6.5,2.3,10,6.8,4.1,NA,Y,1,12.4,2.54,14,8.8,4.1,NA,1299455,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,15,United States,Missouri,Barry,36.71275301,-93.84828622,100,2024-0253-15,TRUE,36 - 15,Y,N,Y,1.33,1,6.4,6.2,2.9,8,NA,Y,N,Y,1,6.7,2.56,10,7.1,3.4,NA,Y,N,2/28/24,NA,Y,1,7.5,1.96,10,7,3,NA,Y,1,7.6,2.89,9,6.2,3.4,NA,Y,1,7.2,3.29,15,7.6,3.9,NA,1299456,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0253,17,United States,Missouri,Barry,36.71275301,-93.84828622,541,2024-0253-17,TRUE,36 - 17,N,N,Y,1.84,1,7.5,7.6,3.7,5,NA,N,N,Y,1,8.6,2.36,6,8,3.7,NA,N,N,NA,NA,Y,1,8.5,2.24,5,8.1,3.7,NA,Y,1,9,3.71,5,8,3.5,NA,Y,1,9.1,2.64,16,7.9,3.6,NA,1299458,Castanea ozarkensis,Main Greenhouse,18,NA,2024-03-04T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0253,NA,NA,17,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0254,1,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,35,2024-0254-1,FALSE,38 - 1,N,N,Y,NA,2,0.6,NA,NA,0,Too small to measure basal diameter.,N,N,Y,2,2.1,0.74,0,NA,NA,NA,N,N,-,NA,Y,1,7,0.85,7,6.5,3,NA,Y,1,10.1,2.33,11,8.7,3,NA,Y,1,15.7,3.05,18,15.3,6.2,NA,1298642,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0254,NA,NA,10,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0254,2,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,156,2024-0254-2,FALSE,38 - 2,Y,N,Y,NA,1,0.2,NA,NA,0,Resprout. Too small to measure basal diameter.,Y,N,Y,1,2.6,0.7,3,0.7,0.3,NA,Y,N,3/25/24,NA,Y,1,5.3,0.78,4,5,2.3,NA,Y,1,10,1.8,10,8.5,3.4,NA,Y,1,12.7,2.92,19,11.7,4.8,NA,1299068,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0254,NA,NA,10,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0254,3,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,571,2024-0254-3,FALSE,38 - 3,Y,N,Y,1.31,1,0.5,NA,NA,0,Stem broken near soil but still alive.,Y,N,N,NA,NA,NA,NA,NA,NA,NA,Y,N,3/25/24,NA,Y,1,1.4,0.71,0,NA,NA,NA,Y,1,8.6,1.89,13,6,3.1,NA,Y,1,13.1,2.36,18,11.7,5.2,NA,1299069,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0254,NA,NA,10,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0254,4,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,190,2024-0254-4,FALSE,38 - 4,N,Y,Y,1.06,2,6.6,2.7,1.8,5,NA,N,Y,Y,1,11.6,1.32,11,10,3.8,NA,N,Y,-,4/22/24,Y,1,12.1,1.45,11,8.5,4.1,NA,Y,1,12,2.18,11,9.8,4.2,NA,Y,1,12,3.26,11,10.5,4.1,NA,1299070,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0254,NA,NA,10,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0254,5,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,169,2024-0254-5,FALSE,38 - 5,N,Y,Y,0.74,1,2.1,0.5,0.3,5,NA,N,Y,Y,1,8.3,1.4,8,8.8,4.2,NA,N,Y,-,4/15/24,Y,1,9.2,2.35,10,8.9,4.4,NA,Y,1,9.7,2.49,10,9.3,4,NA,Y,1,9.8,3.19,11,8.9,4.2,NA,1299071,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0254,NA,NA,10,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0254,7,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,109,2024-0254-7,FALSE,38 - 7,N,Y,Y,1.29,1,7.4,3.7,7.8,9,NA,N,Y,Y,1,8,2.4,11,8.4,3.5,NA,N,Y,-,3/11/24,Y,1,8.2,1.98,11,9.2,4.1,NA,Y,1,8.3,2.44,9,9.5,4,NA,Y,1,8.2,2.7,9,9.6,4,NA,1299073,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0254,NA,NA,10,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,Y,1,0.8,NA,0,NA,NA,NA,Y,N,3/5/24,NA,N,NA,NA,NA,NA,NA,NA,NA,Y,1,1.5,NA,1,NA,NA,Re-sprouting,Y,1,3.7,1.1,4,4.8,2.7,NA,1299075,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0254,NA,NA,10,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0256,1,United States,Missouri,Barry,36.71275301,-93.84828622,435,2024-0256-1,TRUE,41 - 1,N,Y,Y,2.31,1,8.8,9.5,3.6,5,Curled leaf measured,N,Y,Y,1,10.5,3.4,7,8.7,4,NA,N,Y,-,3/25/24,Y,1,9.5,3.81,7,8.6,4.1,NA,Y,1,10.5,4.76,16,8.8,4,NA,Y,1,11.6,4.26,22,10.7,4.7,"Looks like the apical meristem died, 3 lateral stems competing for dominance.",1298644,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0256,NA,NA,16,Steve Bost,NA,Oct 203,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0256,2,United States,Missouri,Barry,36.71275301,-93.84828622,599,2024-0256-2,TRUE,41 - 2,Y,Y,Y,3.04,1,9.5,8.1,4.2,9,NA,Y,Y,Y,1,9,3.01,9,7.7,4.3,NA,Y,Y,2/28/24,3/25/24,Y,1,9.5,3.03,9,8,4,NA,Y,1,9.3,3.84,9,7.9,3.9,NA,Y,1,9.7,3.77,8,7.9,3.7,NA,1299077,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0256,NA,NA,16,Steve Bost,NA,Oct 203,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0256,3,United States,Missouri,Barry,36.71275301,-93.84828622,324,2024-0256-3,TRUE,41 - 3,Y,Y,Y,1.74,1,7.2,10.1,4.9,8,NA,Y,Y,Y,1,6.9,2.27,8,9.7,5,NA,Y,Y,3/5/24,3/11/24,Y,1,6.7,3.45,8,9.6,5,NA,Y,1,7.3,3.83,8,10.4,5.1,NA,Y,1,9.2,2.82,16,10,5,NA,1299078,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0256,NA,NA,16,Steve Bost,NA,Oct 203,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0256,4,United States,Missouri,Barry,36.71275301,-93.84828622,532,2024-0256-4,TRUE,41 - 4,Y,Y,Y,2.32,1,10.8,9,4.4,8,Curled leaf measured,Y,Y,Y,1,10.4,3.26,9,9,4.6,NA,Y,Y,3/11/24,3/11/24,Y,1,10.5,3.11,9,8.4,4.4,NA,Y,1,10.6,3.42,15,9.2,4.3,NA,Y,1,11,3.56,21,10.6,4.3,NA,1299079,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0256,NA,NA,16,Steve Bost,NA,Oct 203,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0256,5,United States,Missouri,Barry,36.71275301,-93.84828622,30,2024-0256-5,TRUE,41 - 5,Y,N,Y,1.89,1,7.9,7.8,3.2,6,NA,Y,N,Y,1,9.7,2.56,9,9.1,4,NA,Y,N,3/11/24,NA,Y,1,10.5,2.36,9,9,4,NA,Y,1,10.4,3.36,9,9,4.3,NA,Y,2,11.4,5.37,20,10.3,4.7,NA,1299080,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0256,NA,NA,16,Steve Bost,NA,Oct 203,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0256,6,United States,Missouri,Barry,36.71275301,-93.84828622,515,2024-0256-6,TRUE,41 - 6,Y,Y,Y,2.12,1,8.8,9.3,5,8,NA,Y,Y,Y,1,8.5,2.73,9,9,4.5,NA,Y,Y,2/28/24,3/5/24,Y,1,8.4,2.9,9,9,4.4,NA,Y,1,8.6,2.91,9,8.9,4.5,NA,Y,1,8.8,3.58,18,11.9,5,NA,1299081,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0256,NA,NA,16,Steve Bost,NA,Oct 203,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0256,8,United States,Missouri,Barry,36.71275301,-93.84828622,520,2024-0256-8,TRUE,41 - 8,Y,Y,Y,2.55,1,7.4,7,3,4,Curled leaf measured,Y,Y,Y,1,9.5,2.2,6,8,3.5,NA,Y,Y,3/18/24,4/15/24,Y,1,9.4,2.69,6,7.7,3.8,NA,Y,1,9.2,3.33,9,8.1,3.8,NA,Y,1,9.7,4.02,12,10.3,4.9,NA,1299083,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0256,NA,NA,16,Steve Bost,NA,Oct 203,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0256,9,United States,Missouri,Barry,36.71275301,-93.84828622,421,2024-0256-9,TRUE,41 - 9,Y,N,N,NA,NA,NA,NA,NA,NA,NA,Y,N,Y,1,4.4,1.16,6,1.2,0.8,NA,Y,Y,3/18/24,5/20/24,Y,1,7,1.61,15,5.4,2.2,NA,Y,1,7.7,2.63,16,9.1,3.5,NA,Y,1,8.5,2.9,23,9.3,3.6,NA,1299084,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0256,NA,NA,16,Steve Bost,NA,Oct 203,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
