Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,sEmerge_19846,lEmerge_19846,Surv_19846,basDia_19846,stNum_19846,stLeng_19846,leafL_19846,leafW_19846,leafN_19846,Notes_19846,sEmerge_19887,lEmerge_19887,Surv_19887,stNum_19887,stLeng_19887,basDia_19887,leafN_19887,leafL_19887,leafW_19887,Notes_19887,sEmerge_19916,lEmerge_19916,sEmergeDate_NA,lEmergeDate_NA,Surv_19916,stNum_19916,stLeng_19916,basDia_19916,leafN_19916,leafL_19916,leafW_19916,Notes_19916,Surv_19950,stNum_19950,stLeng_19950,basDia_19950,leafN_19950,leafL_19950,leafW_19950,Notes_19950,Surv_19983,stNum_19983,stLeng_19983,basDia_19983,leafN_19983,leafL_19983,leafW_19983,Notes_19983,Id,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year,Mapped,Label Graphic
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,Y,Y,Y,2.17,1,11.4,8.8,3.9,6,Curled leaf measured,Y,Y,Y,1,11.9,2.81,7,9.6,3.6,NA,Y,Y,3/18/24,4/1/24,Y,1,12.1,3.55,6,9.3,3.8,NA,Y,1,12.3,3.53,6,9.5,3.8,NA,Y,1,12.8,3.23,13,9,4.1,NA,1298851,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,14,United States,Missouri,Barry,36.71275301,-93.84828622,548,2024-0237-14,TRUE,13 - 14,Y,N,Y,1.85,1,5.6,NA,NA,0,All leaves dead.,Y,N,Y,1,6.1,2.09,5,7.2,2.3,NA,Y,Y,3/18/24,5/6/24,Y,1,6.5,2.46,5,7.5,3,NA,Y,1,7,3.07,5,7.5,3,NA,Y,1,7.7,3.63,10,7.5,3.1,NA,1298854,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,15,United States,Missouri,Barry,36.71275301,-93.84828622,260,2024-0237-15,TRUE,13 - 15,Y,Y,Y,1.46,1,8.5,10.2,5,4,NA,Y,Y,Y,1,9.6,2.64,6,8.1,3.5,NA,Y,Y,3/18/24,4/15/24,Y,1,9.8,3.34,6,8.5,3.6,NA,Y,1,10,4.11,6,8.6,3.6,NA,Y,3,10.1,5.47,13,12.3,5.2,NA,1298855,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,16,United States,Missouri,Barry,36.71275301,-93.84828622,54,2024-0237-16,TRUE,13 - 16,Y,Y,Y,2.02,1,13.8,5.6,3.7,8,NA,Y,Y,Y,1,14.1,3.08,10,10.1,4.1,NA,Y,Y,3/11/24,4/1/24,Y,1,15,2.12,7,10,4,NA,Y,1,15.5,3.5,9,9.7,4.2,NA,Y,2,14.8,4.39,20,10.2,4.4,"2nd stem new, only 1 open leaf.",1298856,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0238,3,United States,Arkansas,Clark,34.05146061,-93.18519465,589,2024-0238-3,TRUE,16 - 3,Y,Y,Y,2.74,1,10.9,12.4,5.8,7,NA,Y,Y,Y,1,11.4,3.85,8,12.1,5.6,NA,Y,Y,2/20/24,3/5/24,Y,1,11,3.88,8,12,6,NA,Y,1,11.2,4.74,7,11.8,5.9,NA,Y,1,11.8,3.93,7,12,5.5,NA,1298858,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,NA,NA,12,A.J. Hendershott,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0238,6,United States,Arkansas,Clark,34.05146061,-93.18519465,326,2024-0238-6,TRUE,16 - 6,Y,Y,Y,1.86,1,11.5,10.3,5.6,6,Curled leaf measured,Y,Y,Y,1,13.4,3.07,8,11.9,6.3,NA,Y,Y,3/11/24,4/15/24,Y,1,12.5,3.56,8,12,5.7,NA,Y,1,14,4.04,8,11.8,6.4,NA,Y,1,14.6,4.66,23,10.2,4.3,NA,1298861,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,NA,NA,12,A.J. Hendershott,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,N,N,Y,1,2,4.5,1.1,0.4,3,NA,N,N,Y,1,10.9,1.37,6,8,3.9,NA,N,N,-,NA,Y,1,11.3,1.35,6,7.5,3,NA,Y,1,12,2.72,6,8,3.2,NA,Y,1,11.3,5.03,18,10.3,4.8,NA,1298871,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,6,United States,Missouri,Barry,36.71275301,-93.84828622,373,2024-0239-6,TRUE,17 - 6,N,Y,Y,1.43,1,9.4,6.6,2.9,5,Curled leaf measured,N,Y,Y,1,10.9,1.89,10,9.3,4.2,NA,N,Y,-,3/18/24,Y,1,9.3,3.07,9,9.2,3.7,NA,Y,1,10.9,3.37,14,9.6,4.5,NA,Y,1,12.7,3.6,15,10.6,5.2,NA,1298872,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,7,United States,Missouri,Barry,36.71275301,-93.84828622,250,2024-0239-7,TRUE,17 - 7,Y,Y,Y,2.47,1,10.4,8.8,4.6,9,NA,Y,Y,Y,1,10.6,3.18,9,7,3.2,NA,Y,Y,3/5/24,3/18/24,Y,1,10.4,3.62,9,9.5,4.4,NA,Y,1,11.2,3.86,9,9.7,4.7,NA,Y,1,11,4.23,14,7.4,3.7,NA,1298873,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,9,United States,Missouri,Barry,36.71275301,-93.84828622,145,2024-0239-9,TRUE,17 - 9,Y,Y,Y,1.72,1,9.1,3.4,2.2,17,NA,Y,Y,Y,1,10.9,2.1,16,8.6,4.1,NA,Y,Y,3/5/24,4/1/24,Y,1,10.7,1.97,16,8.5,4.8,NA,Y,1,11.2,2.92,15,8.7,4.5,NA,Y,1,13,4.45,26,10.2,4.3,NA,1298875,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,11,United States,Missouri,Barry,36.71275301,-93.84828622,157,2024-0239-11,TRUE,17 - 11,Y,N,Y,2.23,2,2.8,NA,NA,0,Leaves dead.,Y,N,Y,3,5.6,2.92,8,1.8,0.9,NA,Y,Y,3/11/24,5/6/24,Y,1,6.6,1.36,9,3.2,1.2,NA,Y,1,7.1,3.65,10,5.9,2.7,NA,Y,1,7.2,3.23,11,7.8,3.5,NA,1298877,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,Y,Y,Y,2.26,1,10.3,7.1,3.4,5,NA,Y,Y,Y,1,10.6,3.51,6,8.7,3.9,NA,Y,Y,2/20/24,4/8/24,Y,1,12,2.19,6,8.5,4,NA,Y,1,12.7,3.05,6,8.8,3.7,NA,Y,1,10.9,4.66,5,9.2,3.9,NA,1298878,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,13,United States,Missouri,Barry,36.71275301,-93.84828622,564,2024-0239-13,TRUE,17 - 13,Y,Y,Y,1.77,1,8.7,5.4,2.8,10,Curled leaf measured,Y,Y,Y,1,10,2.12,12,10.1,4.3,NA,Y,Y,3/5/24,3/25/24,Y,1,10,3,11,9.8,4.2,NA,Y,1,10.5,3.04,15,10,4.3,NA,Y,1,10.4,3.27,15,9.8,4.2,NA,1298879,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,Y,N,Y,2,1,3.5,0.7,0.3,1,NA,Y,N,Y,1,5,1.85,2,1.5,1,NA,Y,Y,3/18/24,4/29/24,Y,1,6.7,1.82,8,4,1.8,NA,Y,1,7.7,2.21,12,3.8,1.7,NA,Y,1,8.3,2.74,13,6.4,2.8,NA,1298880,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0239,15,United States,Missouri,Barry,36.71275301,-93.84828622,186,2024-0239-15,TRUE,17 - 15,Y,Y,Y,2.04,1,10.4,14,5.5,9,NA,Y,Y,Y,1,10.8,3.76,12,11.8,4.8,NA,Y,Y,2/28/24,3/11/24,Y,1,10.7,3.15,7,12.5,5.8,NA,Y,1,11.3,4.22,5,11.6,4.6,NA,Y,1,11.2,3.73,14,11.8,5.1,NA,1298881,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,NA,NA,18,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0240,2,United States,Missouri,Barry,36.71275301,-93.84828622,192,2024-0240-2,TRUE,18 - 2,Y,Y,Y,1.86,1,8.5,7,3.7,4,NA,Y,Y,Y,1,9.6,2.65,6,8.5,4.2,NA,Y,Y,3/11/24,4/15/24,Y,1,9.8,2.44,6,8.4,4.4,NA,Y,1,9.8,2.53,6,8.6,4.5,NA,Y,1,10.5,3.97,14,8.6,4.3,NA,1298885,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,NA,NA,10,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0240,3,United States,Missouri,Barry,36.71275301,-93.84828622,338,2024-0240-3,TRUE,18 - 3,Y,Y,Y,1.68,1,10.8,7.3,3.1,5,Curled leaf measured,Y,Y,Y,1,11,2.55,6,10.1,3.7,NA,Y,Y,3/18/24,4/22/24,Y,1,10.5,3.38,6,9.6,4,NA,Y,2,11.2,3.75,6,9.8,4.2,"Second, small stem just emerging from soil",Y,2,16.9,3.45,21,10.2,4,"New stem taller than old stem, measured tallest.",1298886,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,NA,NA,10,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0240,7,United States,Missouri,Barry,36.71275301,-93.84828622,414,2024-0240-7,TRUE,18 - 7,Y,Y,Y,2.16,1,9.4,11.3,5.4,8,Curled leaf measured,Y,Y,Y,1,10.6,3.09,9,10.6,5.4,NA,Y,Y,3/18/24,4/1/24,Y,1,9.6,3.42,9,10.5,5.5,NA,Y,1,10.4,4.05,9,10.2,5.1,NA,Y,2,11.4,4.55,17,10.6,5.3,"New stem taller than old stem, measured tallest.",1298890,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,NA,NA,10,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0240,8,United States,Missouri,Barry,36.71275301,-93.84828622,294,2024-0240-8,TRUE,18 - 8,Y,Y,Y,2.32,1,11.7,8,4.8,4,NA,Y,Y,Y,1,11.6,2.72,6,6.2,3,NA,Y,Y,3/18/24,4/22/24,Y,1,12.7,3.45,6,8.3,3.8,NA,Y,1,12.7,4.21,12,8.6,3.8,NA,Y,1,12.6,4.51,18,7.5,3.6,NA,1298891,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,NA,NA,10,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0241,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,39,2024-0241-3,TRUE,19 - 3,N,Y,Y,1.77,1,7.1,6.5,2.8,7,NA,N,Y,Y,1,5.2,2.89,8,7,3.5,NA,N,Y,-,3/18/24,Y,1,6,2.99,8,7,3.5,NA,Y,1,6.5,3.34,13,6.2,3.3,"Apical meristem died back, two prominent branches",Y,1,8.7,5.19,17,13.1,6.2,NA,1298894,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,NA,NA,15,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0241,7,United States,Arkansas,Searcy,35.24302748,-91.73355094,349,2024-0241-7,TRUE,19 - 7,Y,Y,Y,2.23,1,7.3,2.5,1.7,7,Curled leaf measured,Y,Y,Y,1,9.3,1.39,12,2.8,2.1,NA,Y,Y,3/18/24,4/22/24,Y,1,8.1,2.95,11,6,3,NA,Y,1,10.4,5.36,17,8.3,3.5,"Most leaves are small, several are browning",Y,1,11.9,5.49,20,9.9,4.5,Has two smaller stems that died.,1298898,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,NA,NA,15,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,Y,Y,Y,2.36,1,10.3,3.4,1.9,6,NA,Y,Y,Y,1,12,3.21,9,11,5,NA,Y,Y,3/25/24,4/22/24,Y,1,12.4,4.15,9,11.4,5.1,NA,Y,1,12.8,4.88,9,11.2,5,NA,Y,1,13.2,2.98,9,10.5,4.7,NA,1298899,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,NA,NA,15,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0241,9,United States,Arkansas,Searcy,35.24302748,-91.73355094,281,2024-0241-9,TRUE,19 - 9,Y,N,Y,2.7,1,5.7,1.2,0.5,2,NA,Y,N,Y,1,9.9,1.61,13,7.7,3.2,NA,Y,Y,3/18/24,4/29/24,Y,1,9.4,3.9,11,8.8,3.8,NA,Y,1,11.4,5.61,12,9.5,3.5,NA,Y,1,11,4.85,11,8.6,3.3,NA,1298900,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,NA,NA,15,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0241,10,United States,Arkansas,Searcy,35.24302748,-91.73355094,81,2024-0241-10,TRUE,19 - 10,Y,Y,Y,2.39,1,10.1,2.7,1.6,4,May make new stem,Y,Y,Y,1,13,2.69,13,4.5,2,NA,Y,Y,3/18/24,4/8/24,Y,1,13,2.59,13,5,2,NA,Y,1,13.1,3.44,13,4.8,2,NA,Y,1,12.9,3.62,13,5.2,2.2,NA,1298901,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,NA,NA,15,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0241,11,United States,Arkansas,Searcy,35.24302748,-91.73355094,280,2024-0241-11,TRUE,19 - 11,Y,Y,Y,1.89,1,8.1,6.5,2.9,3,NA,Y,Y,Y,1,8,2.2,7,9.3,4.6,NA,Y,Y,3/11/24,4/22/24,Y,1,9.8,3.05,7,10.1,4,NA,Y,1,10.3,3.38,7,10,4,NA,Y,1,10.2,4.23,9,9,3.8,NA,1298902,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,NA,NA,15,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0241,14,United States,Arkansas,Searcy,35.24302748,-91.73355094,443,2024-0241-14,TRUE,19 - 14,Y,Y,Y,2.3,2,7.4,9.3,4.7,15,NA,Y,Y,Y,2,12.3,2.71,16,8.5,4.5,NA,Y,Y,3/11/24,4/1/24,Y,2,11.8,2.67,16,10.1,4.6,NA,Y,2,12.2,3.38,21,10,4.3,NA,Y,2,12,2.54,23,8.3,4.9,NA,1298905,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,NA,NA,15,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,Y,Y,Y,1.41,1,6.4,2,1.1,7,NA,Y,Y,Y,1,7.9,1.66,11,4.5,2.9,NA,Y,Y,2/28/24,4/15/24,Y,1,8.5,1.31,11,5,3,NA,Y,1,8.6,2.51,11,5,3.2,NA,Y,1,8.4,2.94,11,5,3.5,Water stressed leaves,1298907,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,3,United States,Oklahoma,Adair,35.90077701,-94.66359708,253,2024-0242-3,TRUE,22 - 3,Y,Y,Y,1.26,1,6,4.3,2.1,7,NA,Y,Y,Y,1,7.9,2.12,8,8.9,4.5,NA,Y,Y,2/13/24,4/15/24,Y,1,7.6,3.05,7,9.4,4.6,NA,Y,1,7.7,4.72,7,9.3,4.5,NA,Y,3,13,2.6,25,9.3,4.7,NA,1298908,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,4,United States,Oklahoma,Adair,35.90077701,-94.66359708,467,2024-0242-4,TRUE,22 - 4,Y,Y,Y,2.32,1,10.8,11.2,5.2,10,NA,Y,Y,Y,1,12.2,3.37,11,11.5,5.5,NA,Y,Y,2/13/24,2/28/24,Y,1,11.6,3.56,11,10.9,4.7,NA,Y,1,12.3,3.7,10,10.9,5.3,Leaf speckling,Y,1,12.3,3.86,5,10.5,4.6,NA,1298909,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,5,United States,Oklahoma,Adair,35.90077701,-94.66359708,539,2024-0242-5,TRUE,22 - 5,Y,Y,Y,2.13,1,8.9,6.1,3,12,NA,Y,Y,Y,1,8.3,2.59,13,7.2,3.1,NA,Y,Y,2/28/24,3/5/24,Y,1,9.2,2.78,13,5.2,2.9,NA,Y,1,10.5,2.85,20,7.4,3.2,NA,Y,1,12.8,3.96,22,10.4,5,NA,1298910,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,6,United States,Oklahoma,Adair,35.90077701,-94.66359708,327,2024-0242-6,TRUE,22 - 6,N,Y,Y,1.92,1,11.9,6.1,3,7,Curled leaf measured,N,Y,Y,1,13.2,2.44,10,9.1,4,NA,N,Y,-,2/28/24,Y,1,13.5,3.06,11,8.9,4,NA,Y,1,13.8,3.66,13,9.1,4.1,Veins on largest leaf are turning tan,Y,1,13.8,3.67,23,10.2,4.3,NA,1298911,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,7,United States,Oklahoma,Adair,35.90077701,-94.66359708,234,2024-0242-7,TRUE,22 - 7,Y,Y,Y,2.64,1,9,8.3,4,8,NA,Y,Y,Y,1,8.8,2.99,8,8.4,3.9,NA,Y,Y,1/30/24,3/5/24,Y,1,8.4,2.94,8,8.7,3.9,NA,Y,1,8.6,3.79,8,8.6,3.9,NA,Y,1,8.8,3.78,15,9.1,4.7,NA,1298912,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,8,United States,Oklahoma,Adair,35.90077701,-94.66359708,149,2024-0242-8,TRUE,22 - 8,Y,Y,Y,2.05,1,7.9,8.8,4.5,7,NA,Y,Y,Y,1,7.6,2.45,7,9,4.1,NA,Y,Y,2/20/24,2/28/24,Y,1,7.5,2.06,7,8.7,4.6,NA,Y,1,7.7,2.82,7,8.5,4.2,NA,Y,2,7.5,3.59,19,8.6,4.4,NA,1298913,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,9,United States,Oklahoma,Adair,35.90077701,-94.66359708,66,2024-0242-9,TRUE,22 - 9,Y,Y,Y,2.23,1,12.7,9.6,4.4,10,NA,Y,Y,Y,1,12.4,3.2,11,8.9,3.7,NA,Y,Y,3/5/24,3/11/24,Y,1,14,2.57,10,9,4,NA,Y,1,14.2,3.46,11,7.5,3.9,NA,Y,2,13,3.51,13,8.6,4.1,NA,1298914,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,10,United States,Oklahoma,Adair,35.90077701,-94.66359708,370,2024-0242-10,TRUE,22 - 10,N,Y,Y,2.91,1,10.8,10.9,4.6,11,NA,N,Y,Y,1,10.2,2.32,11,11.3,5.6,NA,N,Y,-,2/28/24,Y,1,10.1,3.55,9,11.7,5.6,NA,Y,1,10.7,3.89,0,NA,NA,"Four dead leaves on soil surface, no leaves on plant, survival uncertain",Y,1,12.8,3.22,9,9.6,4.2,NA,1298915,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
