Id,Accession,Planting,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Country,State,County,Google_Latitude,Google_Longitude,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year,Mapped,Label Graphic
1298849,2024-0237,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,,,16,United States,Missouri,Barry,36.71275301,-93.84828622,Tim Smith,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298850,2024-0237,10,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,,,16,United States,Missouri,Barry,36.71275301,-93.84828622,Tim Smith,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298851,2024-0237,11,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,,,16,United States,Missouri,Barry,36.71275301,-93.84828622,Tim Smith,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298852,2024-0237,12,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,,,16,United States,Missouri,Barry,36.71275301,-93.84828622,Tim Smith,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298853,2024-0237,13,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,,,16,United States,Missouri,Barry,36.71275301,-93.84828622,Tim Smith,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298854,2024-0237,14,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,,,16,United States,Missouri,Barry,36.71275301,-93.84828622,Tim Smith,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298855,2024-0237,15,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,,,16,United States,Missouri,Barry,36.71275301,-93.84828622,Tim Smith,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298856,2024-0237,16,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,,,16,United States,Missouri,Barry,36.71275301,-93.84828622,Tim Smith,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298626,2024-0238,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298857,2024-0238,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298858,2024-0238,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298859,2024-0238,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298860,2024-0238,5,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298861,2024-0238,6,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298862,2024-0238,7,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298863,2024-0238,8,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298864,2024-0238,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298865,2024-0238,10,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298866,2024-0238,11,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298867,2024-0238,12,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0238,,,12,United States,Arkansas,Clark,34.05146061,-93.18519465,A.J. Hendershott,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298627,2024-0239,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298868,2024-0239,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298869,2024-0239,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298870,2024-0239,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298871,2024-0239,5,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298872,2024-0239,6,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298873,2024-0239,7,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298874,2024-0239,8,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298875,2024-0239,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298876,2024-0239,10,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298877,2024-0239,11,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298878,2024-0239,12,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298879,2024-0239,13,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298880,2024-0239,14,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298881,2024-0239,15,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298882,2024-0239,16,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298883,2024-0239,17,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298884,2024-0239,18,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0239,,,18,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Oct 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298628,2024-0240,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298885,2024-0240,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298886,2024-0240,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298887,2024-0240,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298888,2024-0240,5,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298889,2024-0240,6,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298890,2024-0240,7,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298891,2024-0240,8,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298892,2024-0240,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0240,,,10,United States,Missouri,Barry,36.71275301,-93.84828622,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298629,2024-0241,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298893,2024-0241,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298894,2024-0241,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298895,2024-0241,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298896,2024-0241,5,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298897,2024-0241,6,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298898,2024-0241,7,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298899,2024-0241,8,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298900,2024-0241,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298901,2024-0241,10,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298902,2024-0241,11,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298903,2024-0241,12,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298904,2024-0241,13,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298905,2024-0241,14,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298906,2024-0241,15,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0241,,,15,United States,Arkansas,Searcy,35.24302748,-91.73355094,Steve Bost,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298630,2024-0242,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298907,2024-0242,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298908,2024-0242,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298909,2024-0242,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298910,2024-0242,5,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298911,2024-0242,6,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298912,2024-0242,7,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298913,2024-0242,8,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298914,2024-0242,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298915,2024-0242,10,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298916,2024-0242,11,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298917,2024-0242,12,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298918,2024-0242,13,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298919,2024-0242,14,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298920,2024-0242,15,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298921,2024-0242,16,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298922,2024-0242,17,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,,,22,United States,Oklahoma,Adair,35.90077701,-94.66359708,Raymond Stephenson,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
